eventTimestamp,unitDisplayType,brandName,bundleId,countryCode,deviceId,osAndVersion,bidFloorPrice,sentPrice
1657758857892,rewarded,Generic,com.loop.match3d,US,6a0a94554cf,Android-4.0,0.05,0.06
1657210707978,interstitial,Generic,com.loop.match3d,ZA,6a0b0e59f45,Android-4.0,0.01,0.16
1657392939412,interstitial,Motorola,com.YayySAL.DodgeAgent,BR,6a0fa820c46,Android-10.0,0.05,0.06
1657386816882,interstitial,Huawei,com.tintash.nailsalon,IQ,6a142bdbea2,Android-9.0,0.01,0.05
1657211600823,banner,Generic,com.tilegarden.match3,US,6a16943a771,Android-4.0,0.01,0.03
1657681515882,rewarded,Xiaomi,com.loop.match3d,CL,6a16f51a055,Android-11.0,0.05,0.24
1656831532490,banner,Motorola,com.loop.match3d,MX,6a17ec40fd7,Android-9.0,0.01,0.02
1657682026847,banner,Xiaomi,com.kamilbilge.ropesavior3d,ID,6a1ce05586c,Android-10.0,0.05,0.07
1656819719972,interstitial,Apple,1529614832,VN,6a22a17837d,iOS-15.5,0.01,0.02
1657001527931,banner,Generic,com.tintash.nailsalon,SV,6a3302f26de,Android-4.0,0.01,0.04
1656494318272,rewarded,Apple,1523081624,US,6a36cb660ca,iOS-15.5,0.01,15.25
1656595208925,banner,Apple,1529614832,US,6a3dfb4dbea,iOS-15.2,0.01,0.18
1657749661668,interstitial,Apple,1529614832,GE,6a41ddaba2b,iOS-15.5,0.01,0.15
1657086448876,banner,Vivo,com.loop.match3d,PH,6a44397ce69,Android-8.1.0,0.01,0.3
1657156171974,interstitial,Generic,com.loop.match3d,CL,6a47951fe40,Android-4.0,0.01,0.03
1656696532883,rewarded,Vivo,com.kamilbilge.ropesavior3d,IN,6a47b39c078,Android-11.0,0.05,0.06
1657016822010,rewarded,Apple,1523081624,IL,6a492bae152,iOS-15.4.1,0.01,0.02
1656712821085,banner,Apple,1502447854,US,6a494779897,iOS-15.5,0.01,0.86
1657367181123,banner,Generic,com.loop.match3d,US,6a49e0e425c,Android-4.0,0.01,0.03
1656984093642,banner,Motorola,com.loop.match3d,US,6a4ca91fc2e,Android-11.0,0.01,0.03
1657434813786,banner,OPPO,com.AppIdeas.LevelUpRunner,AU,6a4f3a044a8,Android-6.0.1,0.05,0.19
1657222522324,interstitial,Xiaomi,se.ace.fishinc,BR,6a54c25bcd9,Android-10.0,0.01,0.02
1656564434119,banner,Apple,1502447854,MX,6a5b363e1ff,iOS-15.5,0.01,0.07
1656754232826,interstitial,Samsung,se.ace.fishinc,AU,6a611f8d2cb,Android-11.0,0.01,0.02
1656978151227,banner,Generic,com.loop.match3d,NI,6a638ce2793,Android-4.0,0.01,0.02
1656786021781,banner,Lenovo,com.kamilbilge.ropesavior3d,BR,6a6c81e5427,Android-8.1.0,0.05,0.2
1656964875808,banner,Generic,com.loop.match3d,US,6a6c9c40ea5,Android-4.0,0.01,0.03
1656599340554,interstitial,Apple,1436213906,US,6a6eb0ca38a,iOS-15.5,5,5.39
1657067738388,banner,Samsung,com.YayySAL.DodgeAgent,MX,6a736ed8fba,Android-11.0,0.05,0.09
1657187248371,banner,Generic,com.loop.match3d,US,6a74315afcf,Android-4.0,0.01,0.03
1657413980125,banner,Generic,com.AppIdeas.LevelUpRunner,US,6a763679215,Android-4.0,0.05,0.47
1657549514951,banner,Generic,com.loop.match3d,FR,6a77c279dfc,Android-4.0,0.01,0.19
1657698985411,interstitial,Oukitel,se.ace.fishinc,UA,6a78c14b462,Android-10.0,0.01,0.81
1657329595821,banner,Generic,com.YayySAL.DodgeAgent,KR,6a7bfda0bb1,Android-4.0,0.05,0.22
1657700638453,banner,Apple,1542256628,AU,6a7c2ac88bc,iOS-15.4.1,0.05,0.38
1656833028561,banner,Generic,com.AppIdeas.LevelUpRunner,TR,6a838feeb39,Android-4.0,0.05,0.07
1657419597838,banner,Generic,com.loop.match3d,US,6a840af2f10,Android-4.0,0.01,0.03
1656917317061,banner,Realme,com.volt.dresstoimpress,ID,6a8a68e44a6,Android-10.0,0.01,0.01
1657697740244,rewarded,Samsung,com.loop.match3d,IN,6a8c00a16de,Android-11.0,0.05,0.06
1657693133510,banner,Xiaomi,com.loop.match3d,RU,6a8c559106c,Android-10.0,0.1,0.1
1657555829275,banner,Apple,1579489488,GB,6a91f1d05b1,iOS-15.5,0.05,0.07
1656986508512,rewarded,Apple,1523081624,US,6aa53c66e2b,iOS-15.5,0.01,0.02
1656683934835,banner,Apple,1523081624,NL,6aabb5d9917,iOS-15.5,0.01,0.02
1657182905905,banner,Apple,1502447854,SK,6aafbc65070,iOS-15.4.1,0.01,0.01
1657451573384,banner,Generic,com.volt.dresstoimpress,ID,6ab24d5de00,Android-4.0,0.01,0.07
1656935722493,banner,Apple,1523081624,IE,6ab2a2fc5b1,iOS-13.6.1,0.01,0.02
1657654079143,rewarded,OPPO,com.tilegarden.match3,DE,6ab2fb8b490,Android-11.0,0.05,4.42
1656956315545,banner,Realme,com.kamilbilge.ropesavior3d,EG,6ab8aae7427,Android-11.0,0.05,0.05
1656840542902,banner,Tecno,com.tintash.nailsalon,EC,6abd487bbc3,Android-11.0,0.01,0.03
1657164620833,banner,Huawei,com.YayySAL.DodgeAgent,CL,6abef5ad84c,Android-10.0,0.05,0.05
1657095526561,banner,OPPO,com.AppIdeas.LevelUpRunner,VN,6ac01dacb84,Android-11.0,0.05,0.05
1657372797963,banner,Apple,1502447854,JP,6ac7b69a910,iOS-15.5,0.01,0.15
1657694514882,banner,Apple,1502447854,US,6ac9c4b26d1,iOS-15.5,0.01,0.12
1656922875410,banner,Samsung,com.loop.match3d,MX,6aca7cfde8d,Android-10.0,0.01,0.02
1657756001687,rewarded,Motorola,com.loop.match3d,MX,6acb7e11ff0,Android-11.0,0.05,0.28
1657695227641,rewarded,Huawei,com.tintash.nailsalon,AZ,6ad6ddfff94,Android-10.0,0.01,0.04
1657742448755,banner,Generic,com.loop.match3d,US,6ad761c4fd6,Android-4.0,0.1,0.1
1657274542714,rewarded,Apple,1579489488,PK,6ad956b5ea1,iOS-15.0.1,0.05,0.14
1657211400283,banner,Samsung,com.kamilbilge.ropesavior3d,IN,6ae2bba25bb,Android-11.0,0.05,0.05
1657301429158,banner,Samsung,com.loop.match3d,GB,6ae2c0a22f4,Android-11.0,0.01,0.02
1657721734843,interstitial,OPPO,com.loop.match3d,BD,6ae68068c73,Android-11.0,0.05,0.13
1657753742550,rewarded,Motorola,se.ace.fishinc,US,6ae6d7dc55b,Android-11.0,0.01,0.03
1657147421407,banner,Samsung,com.loop.match3d,GB,6ae79add8c2,Android-11.0,0.01,0.03
1656926867021,interstitial,Generic,se.ace.fishinc,US,6aeb4f4e0d9,Android-4.0,0.01,0.02
1657730941565,rewarded,OnePlus,com.loop.match3d,SE,6af0c7fadcd,Android-11.0,0.05,1.19
1656458957506,banner,Samsung,com.kamilbilge.ropesavior3d,US,6af6125d97a,Android-11.0,0.05,0.06
1657685431407,rewarded,Apple,1502447854,US,6afb4b88e52,iOS-15.5,0.01,4.58
1657581384242,banner,Generic,com.AppIdeas.LevelUpRunner,US,6afb571b642,Android-4.0,0.05,0.07
1656395791374,banner,OPPO,com.volt.dresstoimpress,ID,7405e6fed68,Android-9.0,0.01,0.04
1656742529085,banner,Motorola,com.AppIdeas.LevelUpRunner,AR,740e9faf056,Android-11.0,0.05,0.05
1657363547277,rewarded,Generic,com.kamilbilge.ropesavior3d,IN,74177beb6e4,Android-11.0,0.05,0.74
1656469784721,banner,Generic,com.tintash.nailsalon,BR,741fb9fd801,Android-4.0,0.01,0.06
1657720517742,banner,Vivo,com.volt.dresstoimpress,ID,7432ec4af7e,Android-6.0.1,0.01,0.01
1656389108267,banner,Generic,com.tilegarden.match3,CA,74392a5b62d,Android-4.0,0.01,0.2
1657073454413,banner,Samsung,com.tilegarden.match3,BR,7439af0c8a0,Android-9.0,0.01,0.04
1657685118231,banner,Apple,1523081624,US,743a6322cc3,iOS-15.5,0.01,0.2
1657224764960,interstitial,Samsung,com.YayySAL.DodgeAgent,BR,743a9cb9ae3,Android-11.0,0.05,0.06
1657154755313,banner,Motorola,com.loop.match3d,US,743cf6ed758,Android-11.0,0.01,0.19
1656527502284,banner,Motorola,com.tintash.nailsalon,BR,743fdbc83f3,Android-11.0,0.01,0.06
1657136277662,banner,Generic,com.loop.match3d,US,74418bb9d24,Android-4.0,0.01,0.02
1656745495734,banner,Samsung,com.YayySAL.DodgeAgent,DE,74448ce5d6c,Android-8.0.0,0.05,0.11
1657402340728,interstitial,Generic,com.tilegarden.match3,CA,7444e9a59b4,Android-4.0,0.01,6.97
1656694811617,banner,Samsung,com.tilegarden.match3,US,7447c881735,Android-9.0,0.01,0.02
1657154230736,interstitial,Apple,1523081624,US,7449246194e,iOS-15.5,0.01,9.77
1657242274621,interstitial,Samsung,com.tintash.nailsalon,CA,744af199360,Android-11.0,0.01,9.35
1656752168655,banner,Generic,com.loop.match3d,KR,744f5f7358e,Android-4.0,0.01,0.13
1656731037217,banner,Apple,1502447854,US,7457f92ebcc,iOS-15.4.1,0.01,0.67
1657202441073,banner,Generic,com.tintash.nailsalon,DE,74602bb6737,Android-4.0,0.01,0.24
1657471971396,banner,Apple,1523081624,KW,74613ba47f8,iOS-15.5,0.01,0.02
1657000161892,banner,Xiaomi,com.kamilbilge.ropesavior3d,ID,7461e918bb5,Android-10.0,0.05,0.09
1657754092196,banner,Generic,com.loop.match3d,US,7463336fdc6,Android-4.0,0.1,0.1
1656838010440,rewarded,Huawei,dovi.coalmining.inc,BY,746478234fd,Android-10.0,0.05,0.05
1657611979288,rewarded,Vivo,com.loop.match3d,IN,7465b883f1b,Android-11.0,0.01,0.16
1656461315804,interstitial,Huawei,com.tintash.nailsalon,PT,74671c30b9d,Android-9.0,0.01,0.1
1656864433469,banner,TCL,com.YayySAL.DodgeAgent,US,746aeeb0441,Android-11.0,0.05,0.79
1656385203313,interstitial,Vivo,se.ace.fishinc,PH,746b173d2ae,Android-11.0,0.01,0.81
1657040226736,banner,Xiaomi,com.loop.match3d,FR,746e090a5e0,Android-11.0,0.01,0.05
1656851467345,banner,Generic,com.AppIdeas.LevelUpRunner,NG,747329c8b14,Android-4.0,0.05,0.08
1657668747825,banner,Apple,1502447854,US,747b216a51e,iOS-14.8.1,0.01,0.06
1657573384711,banner,Apple,1502447854,ES,747b820ccf9,iOS-15.3.1,0.01,0.16
1657756480573,banner,Generic,com.loop.match3d,IE,74818228df8,Android-4.0,0.1,0.11
1657122252087,banner,Samsung,com.kamilbilge.ropesavior3d,TR,7486cb16c04,Android-11.0,0.05,0.05
1656801137769,rewarded,Xiaomi,se.ace.fishinc,RU,748bb515697,Android-11.0,0.01,0.02
1657533645258,interstitial,Apple,1502447854,AF,748e38b4c34,iOS-15.5,0.01,1.46
1657134074808,banner,Generic,com.loop.match3d,AU,749259a877a,Android-4.0,0.01,0.28
1656777925563,interstitial,Xiaomi,se.ace.fishinc,ES,749e0e8fdb2,Android-10.0,0.01,0.02
1656483585522,interstitial,Samsung,se.ace.fishinc,DE,749e141dd4f,Android-11.0,0.01,0.02
1657589271148,banner,Motorola,com.loop.match3d,BR,749f623421e,Android-11.0,0.01,0.04
1657427483309,banner,OPPO,com.volt.dresstoimpress,ID,74a23da16a0,Android-9.0,0.01,0.05
1657374120692,banner,Samsung,com.tintash.nailsalon,IN,74aa10f5504,Android-10.0,0.01,0.03
1657742694561,rewarded,Realme,com.loop.match3d,DZ,74aa6269eec,Android-11.0,0.05,0.05
1657183542890,banner,Motorola,com.tintash.nailsalon,TR,74b1cea61ce,Android-10.0,0.01,0.02
1657384589990,interstitial,Apple,1502447854,US,74b83a460bb,iOS-15.5,0.01,4.25
1657693289305,banner,Apple,1502447854,JP,74c8e62a5b6,iOS-14.4,0.01,0.04
1656729330532,interstitial,LG,com.loop.match3d,US,74ce03ec166,Android-8.1.0,0.01,1.86
1657735467975,rewarded,Xiaomi,se.ace.fishinc,SE,74cfff55b43,Android-10.0,0.01,0.02
1657554315065,banner,Samsung,com.tintash.nailsalon,US,74d7f01bc33,Android-9.0,0.01,0.03
1656975213128,banner,Samsung,com.loop.match3d,GB,74dad11ef14,Android-9.0,0.01,0.01
1657269734115,banner,Apple,1529614832,CA,74dd759cc6a,iOS-15.5,0.01,0.16
1657274549592,banner,Xiaomi,com.kamilbilge.ropesavior3d,ES,74e04bd8eec,Android-11.0,0.05,0.22
1657493411211,interstitial,Apple,1523081624,US,74e04cb5e9a,iOS-12.5.5,0.01,11.04
1656520433382,banner,Apple,1502447854,FI,74e3cd7621d,iOS-15.3.1,0.01,0.1
1657482692472,rewarded,TCL,se.ace.fishinc,US,74e5418f040,Android-11.0,0.01,7.07
1657112694994,interstitial,Samsung,com.kamilbilge.ropesavior3d,UA,74e7058f155,Android-10.0,0.05,0.06
1656869088194,interstitial,Samsung,com.tintash.nailsalon,BD,74ecca2bdfb,Android-11.0,0.01,0.02
1657220466312,banner,Generic,com.tintash.nailsalon,IT,74efbfbe6c1,Android-4.0,0.01,0.06
1656863518124,banner,Generic,com.loop.match3d,GB,74f437ae362,Android-4.0,0.01,0.1
1657689537519,interstitial,Samsung,com.loop.match3d,MX,74fe5ff4ab4,Android-11.0,0.05,0.07
1657588446234,interstitial,Hot Pepper,se.ace.fishinc,US,74fe8e9ff5c,Android-10.0,0.01,0.02
1657751771738,banner,Generic,com.loop.match3d,US,8000511c197,Android-4.0,0.1,0.17
1657200895320,banner,Vivo,com.YayySAL.DodgeAgent,ID,80035caa789,Android-10.0,0.05,0.06
1656944331505,interstitial,Generic,se.ace.fishinc,IT,80089d793c3,Android-11.0,0.01,0.88
1657684951484,interstitial,Generic,com.tilegarden.match3,US,800d6c797b8,Android-4.0,0.05,6.59
1657608225446,rewarded,Generic,com.tilegarden.match3,PH,8011feac670,Android-4.0,0.01,1.08
1657200885035,banner,Apple,1502447854,FR,80125771d27,iOS-14.3,0.01,0.02
1656350509971,banner,Xiaomi,com.tintash.nailsalon,FR,8016284650a,Android-11.0,0.01,0.02
1657564165736,banner,Apple,1523081624,KW,801be4408ec,iOS-13.6.1,0.01,0.03
1656689864255,banner,Generic,com.AppIdeas.LevelUpRunner,BR,801f7805bea,Android-4.0,0.05,0.06
1656962214138,banner,OPPO,com.kamilbilge.ropesavior3d,IN,8.02E+172,Android-9.0,0.05,0.06
1656975300064,rewarded,Apple,1436213906,US,8025af32322,iOS-15.5,0.01,6.69
1657469452930,banner,OPPO,com.kamilbilge.ropesavior3d,IN,80289d69a8d,Android-11.0,0.05,0.08
1657595450569,banner,OPPO,com.tintash.nailsalon,ID,8029eea4c3a,Android-10.0,0.01,0.03
1656693922360,banner,Samsung,com.volt.dresstoimpress,ID,802a211f7b2,Android-8.1.0,0.01,0.61
1656853108903,banner,Apple,1523081624,GB,802b657bc1f,iOS-14.8.1,0.01,0.44
1657732574117,banner,Generic,com.loop.match3d,GB,802f8bebe78,Android-4.0,0.1,0.1
1656620403396,rewarded,Apple,1436213906,RO,803062aba58,iOS-15.5,0.01,1.94
1657519934600,banner,Generic,com.loop.match3d,BE,803288fc59d,Android-4.0,0.01,0.02
1657688583582,rewarded,OPPO,com.loop.match3d,PK,80335c3db3c,Android-8.1.0,0.05,0.18
1656416084465,rewarded,OPPO,com.kamilbilge.ropesavior3d,IN,803b9ed07d3,Android-11.0,0.05,0.06
1657476629287,interstitial,Apple,1502447854,IT,803e9114ea4,iOS-12.5.5,0.01,0.28
1657051710722,banner,Motorola,com.kamilbilge.ropesavior3d,BR,8.05E+09,Android-10.0,0.05,0.17
1657728887920,banner,Motorola,com.kamilbilge.ropesavior3d,BR,805006a273c,Android-11.0,0.05,0.07
1656604169565,banner,Apple,1523081624,ZA,8053e419683,iOS-13.7,0.01,0.07
1656555741230,interstitial,Samsung,se.ace.fishinc,US,805a29d29d6,Android-10.0,0.01,0.02
1657664813739,banner,T-Mobile,com.loop.match3d,US,805dd355758,Android-11.0,0.1,0.1
1657250941319,interstitial,OPPO,com.volt.dresstoimpress,ID,806576250ca,Android-7.1.1,0.01,1.28
1657290578365,rewarded,Realme,com.YayySAL.DodgeAgent,EG,8065f0595ad,Android-11.0,0.05,0.11
1656356076973,banner,Apple,1502447854,RU,806b4ea89be,iOS-14.6,0.01,0.02
1657155061784,interstitial,Xiaomi,com.kamilbilge.ropesavior3d,EC,806b5858106,Android-10.0,0.05,0.36
1656598843717,banner,Apple,1502447854,CH,806c8b03911,iOS-15.5,0.01,0.06
1657538219508,interstitial,Xiaomi,com.kamilbilge.ropesavior3d,IN,806e5e5d745,Android-7.1.2,0.05,0.07
1657060481998,interstitial,Apple,1523081624,US,8074beea18d,iOS-15.5,0.01,7.34
1657642864526,banner,Generic,com.loop.match3d,DE,807b3c70e01,Android-4.0,0.1,0.13
1656795926722,banner,Generic,com.loop.match3d,JO,807bb103ae3,Android-4.0,0.01,0.02
1657283214829,interstitial,Huawei,se.ace.fishinc,PL,807e2181812,Android-10.0,0.01,0.02
1657446231009,banner,Realme,com.AppIdeas.LevelUpRunner,IN,807ef6655d0,Android-11.0,0.05,0.05
1656519032362,banner,Generic,com.tintash.nailsalon,DE,808281ba0b3,Android-4.0,0.01,0.02
1656297097757,banner,LG,com.tintash.nailsalon,BR,808562d1b53,Android-7.1.2,0.01,0.06
1656316635507,interstitial,Generic,se.ace.fishinc,KR,809515782aa,Android-4.0,0.01,3.03
1657725391722,banner,Apple,1502447854,JP,8095f1199c9,iOS-15.5,0.01,0.02
1656874746546,banner,Apple,1502447854,US,80962dcf622,iOS-13.6.1,0.01,0.96
1657398254156,banner,Samsung,com.kamilbilge.ropesavior3d,BR,8096be855b2,Android-11.0,0.05,0.12
1657395481278,banner,Apple,1523081624,US,8099779b2cc,iOS-15.3.1,0.01,1.42
1656819685815,banner,Generic,com.kamilbilge.ropesavior3d,IN,809b03de384,Android-4.0,0.05,0.06
1657338822105,banner,OPPO,com.volt.dresstoimpress,VN,809f7adf798,Android-11.0,0.01,0.02
1657255715258,rewarded,Huawei,se.ace.fishinc,CA,80a117f5591,Android-10.0,0.01,0.02
1656686411770,banner,Samsung,com.AppIdeas.LevelUpRunner,FR,80a330e2307,Android-11.0,0.05,0.41
1657544499367,banner,Motorola,com.loop.match3d,US,80a99d07ed6,Android-11.0,0.01,0.03
1656802867946,banner,BLU,com.tintash.nailsalon,CR,80aaef3fe25,Android-9.0,0.01,0.01
1657019459686,rewarded,Samsung,com.tintash.nailsalon,GE,80afa36127b,Android-11.0,0.01,0.04
1657558138861,banner,Generic,com.kamilbilge.ropesavior3d,US,80b951f6fc7,Android-4.0,0.05,0.07
1657266115541,banner,Realme,com.kamilbilge.ropesavior3d,ID,80bbbbb7cf8,Android-11.0,0.01,0.06
1657716788612,rewarded,LG,com.loop.match3d,MX,80c32a49a52,Android-8.0.0,0.05,0.9
1657731928489,rewarded,Xiaomi,com.loop.match3d,FR,80cc415a87d,Android-10.0,0.05,0.48
1656978209747,rewarded,Samsung,com.tilegarden.match3,TW,80cda1aa217,Android-11.0,0.01,13.51
1657516887796,banner,Apple,1502447854,LU,80cf27a2968,iOS-15.5,0.01,0.01
1657454454406,banner,Lenovo,com.tintash.nailsalon,EG,80d25175e63,Android-10.0,0.01,0.02
1657432489046,interstitial,Samsung,com.kamilbilge.ropesavior3d,IN,80d2f0ce639,Android-11.0,0.05,0.22
1656601561009,banner,Apple,1523081624,US,80d3841d015,iOS-15.3.1,0.01,0.9
1657182857236,banner,Generic,com.YayySAL.DodgeAgent,ID,80d63aeb017,Android-4.0,0.05,0.17
1656519707649,interstitial,Samsung,com.kamilbilge.ropesavior3d,BR,80dcbd8fd0b,Android-11.0,0.05,0.06
1657202169618,banner,Xiaomi,com.tintash.nailsalon,HR,80e1adbff64,Android-10.0,0.01,0.02
1656538141264,banner,Xiaomi,com.tilegarden.match3,FR,80e3afeaa73,Android-11.0,0.01,0.01
1656508113567,interstitial,Samsung,com.tintash.nailsalon,CO,80eada41fb6,Android-11.0,0.01,0.67
1657296504125,banner,OnePlus,com.loop.match3d,BE,80f5d010dcb,Android-11.0,0.01,2.66
1657531339864,rewarded,Samsung,com.tilegarden.match3,JP,80f643d9dbd,Android-9.0,0.01,17.33
1656887931299,rewarded,Motorola,se.ace.fishinc,US,80fb4cb0feb,Android-11.0,0.01,12.9
1657303004491,banner,Apple,1542256628,US,80fef92c39e,iOS-15.1.1,0.05,0.25
1657738352242,interstitial,Motorola,com.loop.match3d,BR,6a0bad1fc2c,Android-11.0,0.05,0.1
1657332251326,interstitial,OPPO,com.loop.match3d,MX,6a0ff1d3c8f,Android-11.0,0.01,0.22
1657714320704,rewarded,Samsung,com.loop.match3d,ID,6a1145ce2ad,Android-9.0,0.05,0.32
1657107560280,rewarded,Xiaomi,se.ace.fishinc,ID,6a182919210,Android-6.0.1,0.01,0.35
1656531961380,banner,Samsung,com.loop.match3d,FR,6a1aec746aa,Android-11.0,0.01,0.03
1657729936330,interstitial,Vivo,se.ace.fishinc,RU,6a1ef1db29e,Android-11.0,0.01,0.02
1657360724849,banner,Samsung,com.volt.dresstoimpress,ID,6a21318977d,Android-6.0.1,0.01,0.02
1657304329365,banner,Xiaomi,com.tintash.nailsalon,EC,6a2431910ca,Android-11.0,0.01,0.03
1657491397507,banner,Samsung,com.tilegarden.match3,DE,6a2a5952990,Android-11.0,0.01,0.01
1657579061088,rewarded,Samsung,dovi.coalmining.inc,PH,6a37fdebd97,Android-9.0,0.05,2.65
1657595669506,interstitial,Samsung,com.loop.match3d,CA,6a3a7722430,Android-10.0,0.01,0.13
1657468874725,banner,Generic,com.tilegarden.match3,US,6a3c6ab3020,Android-4.0,0.01,0.03
1656462066919,banner,OPPO,com.tintash.nailsalon,ES,6a43ebe5dc5,Android-11.0,0.01,0.02
1656442304601,banner,Vivo,com.loop.match3d,MY,6a440e1877f,Android-11.0,0.01,0.01
1657047137370,banner,Samsung,com.tilegarden.match3,DE,6a44c3b2719,Android-11.0,0.01,0.06
1657172429430,banner,Samsung,com.volt.dresstoimpress,ID,6a450cca434,Android-10.0,0.01,0.03
1657146387640,interstitial,Generic,se.ace.fishinc,TW,6a471810127,Android-4.0,0.01,7.98
1657712540819,banner,Samsung,com.volt.dresstoimpress,ID,6a4b4f11ea3,Android-11.0,0.01,0.02
1656608375567,banner,Samsung,com.kamilbilge.ropesavior3d,MA,6a4df5b5874,Android-11.0,0.05,0.06
1657745002410,interstitial,Samsung,com.tintash.nailsalon,BY,6a4efaaf7a3,Android-11.0,0.01,0.02
1657020702090,banner,Generic,com.loop.match3d,US,6a501809149,Android-4.0,0.01,0.71
1657677640455,banner,Apple,1502447854,US,6a5216c67b3,iOS-15.5,0.01,0.22
1657263166336,rewarded,Samsung,com.tilegarden.match3,RU,6a53589f9a1,Android-11.0,0.01,0.02
1657426091760,interstitial,Samsung,com.YayySAL.DodgeAgent,NI,6a53dcd3645,Android-10.0,0.05,0.1
1657009061308,interstitial,OPPO,com.tintash.nailsalon,PK,6a5752783b2,Android-10.0,0.01,0.62
1657118585415,banner,Generic,com.YayySAL.DodgeAgent,ES,6a57c69a0ce,Android-11.0,0.05,0.06
1656989314335,banner,Apple,1586795332,US,6a58f2cd814,iOS-14.8.1,0.05,0.14
1656868331337,interstitial,Apple,1436213906,NO,6a5a83034de,iOS-15.0.2,0.01,0.52
1656940504319,banner,Generic,com.loop.match3d,GB,6a5abf062fa,Android-4.0,0.01,0.18
1656597311725,banner,Apple,1502447854,DE,6a5e6cd5089,iOS-15.5,0.01,0.13
1657653277330,rewarded,Apple,1436213906,US,6a62665321a,iOS-15.5,0.01,6.91
1657480839593,banner,Samsung,com.AppIdeas.LevelUpRunner,US,6a62ebe4a4f,Android-9.0,0.05,0.07
1657672668833,rewarded,Apple,1502447854,AU,6a63df368b7,iOS-15.5,0.01,5.01
1656615437329,banner,Xiaomi,com.AppIdeas.LevelUpRunner,SK,6a64bfa8549,Android-11.0,0.05,0.06
1657557512781,interstitial,Samsung,se.ace.fishinc,US,6a693b5effb,Android-11.0,0.01,2.33
1657196686205,interstitial,Apple,1529614832,AU,6a6b87f4187,iOS-13.3.1,0.01,0.02
1656429547346,banner,OnePlus,com.tintash.nailsalon,US,6a6c286999e,Android-7.1.1,0.01,0.02
1657305439129,interstitial,Samsung,com.tintash.nailsalon,BR,6a6c3974ab8,Android-11.0,0.01,0.03
1657584984897,banner,Samsung,com.loop.match3d,BR,6a6f10a0c91,Android-10.0,0.01,0.03
1657315382590,interstitial,Apple,1436213906,FR,6a767964b1b,iOS-15.5,0.01,0.02
1657554960068,banner,Huawei,com.loop.match3d,ES,6a7772d5b86,Android-10.0,0.01,0.07
1656412541177,rewarded,Realme,com.kamilbilge.ropesavior3d,IN,6a77dbae4fc,Android-11.0,0.05,0.06
1657050448749,rewarded,Samsung,com.loop.match3d,IL,6a7b18c6f77,Android-11.0,0.01,0.09
1656569089583,banner,TCL,com.loop.match3d,GB,6a7d73c7845,Android-11.0,0.01,0.05
1657311090338,banner,Lenovo,com.loop.match3d,DE,6a7dd8cb44e,Android-10.0,0.01,0.02
1657752242009,rewarded,Generic,se.ace.fishinc,US,6a863bfe9fc,Android-4.0,0.01,0.03
1657208333819,banner,Apple,1586795332,GB,6a874fee9fd,iOS-15.4.1,0.05,0.14
1656869783083,interstitial,Realme,se.ace.fishinc,PL,6a8fc3cde07,Android-11.0,0.01,0.02
1657563623935,rewarded,Generic,com.loop.match3d,SA,6a95d65e188,Android-4.0,0.01,0.6
1656947082158,interstitial,Generic,com.tintash.nailsalon,BR,6aa010d0a35,Android-11.0,0.01,1.75
1657370284757,rewarded,Apple,1502447854,GB,6aa12baf567,iOS-15.4.1,0.01,2.02
1657721385016,interstitial,Samsung,com.kamilbilge.ropesavior3d,IN,6aa46b6092b,Android-11.0,0.05,0.06
1657201492755,rewarded,Generic,com.loop.match3d,RU,6aa777c7e81,Android-8.1.0,0.01,0.25
1657751508092,rewarded,Sony,com.loop.match3d,JP,6aa7faa4411,Android-10.0,0.05,0.39
1657040097773,banner,Motorola,com.AppIdeas.LevelUpRunner,US,6aa8884d17e,Android-10.0,0.05,0.07
1657645088118,rewarded,Samsung,com.loop.match3d,DK,6aa976277f6,Android-10.0,0.05,0.37
1657749586268,rewarded,Samsung,com.loop.match3d,FR,6aae1c1c63d,Android-11.0,0.05,1.49
1657025688576,interstitial,Generic,se.ace.fishinc,MD,6ab0f364df5,Android-4.0,0.01,0.02
1656350942924,banner,Xiaomi,com.kamilbilge.ropesavior3d,TR,6ab96df0c46,Android-10.0,0.05,0.16
1657562298480,banner,Samsung,com.kamilbilge.ropesavior3d,BR,6abc7a07474,Android-11.0,0.05,0.08
1657350732114,interstitial,Samsung,se.ace.fishinc,MU,6ac0007e108,Android-11.0,0.01,0.18
1656734373421,banner,Xiaomi,com.kamilbilge.ropesavior3d,IN,6ac81e931e9,Android-11.0,0.05,0.05
1656446259548,banner,Generic,com.loop.match3d,FR,6aca5529203,Android-4.0,0.01,0.05
1656515674295,interstitial,Apple,1523081624,IQ,6ad03da8298,iOS-15.5,0.01,0.02
1657070492049,banner,Generic,com.loop.match3d,CA,6ad50ac7f61,Android-4.0,0.01,1.13
1657218267158,interstitial,Huawei,se.ace.fishinc,DE,6ad754f3aea,Android-10.0,0.01,0.02
